更新时间,#genre#
20251222-04-09-43,url


RespoTime,whitelist,#genre#
509.17ms,CCTV1,http://121.235.95.126:8199/rtp/239.49.8.19:9614
517.93ms,CCTV1,http://114.254.38.27:18888/rtp/239.3.1.129:8008
519.60ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.53:8060
525.54ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.200.14:8852
526.52ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.200.2:8080
531.97ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.126:8002
534.26ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.194:4120
540.08ms,CCTV1,http://114.100.195.238:4022/rtp/238.1.78.166:7200
535.70ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.201.45:8800
536.22ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.200.117:8712
538.85ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.81:8176
548.98ms,CCTV1,http://123.191.26.168:1111/rtp/232.0.0.27:1234
546.65ms,CCTV1,http://121.235.95.126:8199/rtp/239.49.8.129:6000
547.16ms,CCTV1,http://116.235.57.19:4022/rtp/239.45.3.145:5140
553.84ms,CCTV1,http://106.83.116.40:8188/rtp/235.254.198.51:1480
570.28ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.1:8008
566.52ms,CCTV1,http://106.118.20.104:8188/rtp/239.254.200.45:8008
573.78ms,CCTV1,http://121.29.141.118:4022/rtp/239.253.92.83:8012
570.91ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.210:8068
579.00ms,CCTV1,http://27.191.202.231:19999/rtp/239.254.200.45:8008
581.92ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.33:8002
630.22ms,CCTV1,http://111.162.207.175:8686/rtp/225.1.1.120:5002
914.05ms,CCTV1,http://171.113.210.161:4022/rtp/239.254.96.96:8550
427.74ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
529.98ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.53:8060
485.87ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
533.12ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.81:8176
540.56ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.33:8002
488.90ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
514.08ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
573.54ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.1:8008
516.94ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
544.26ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
516.96ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
568.26ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.126:8002
569.26ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.210:8068
526.87ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8
573.73ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.194:4120
626.50ms,CCTV1,https://stream1.freetv.fun/cctv1-44.m3u8
630.65ms,CCTV1,https://stream1.freetv.fun/cctv1-62.m3u8
625.10ms,CCTV1,https://stream1.freetv.fun/cctv-1gao-qing-2.m3u8
648.94ms,CCTV1,https://stream1.freetv.fun/cctv1-47.m3u8
801.95ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
847.31ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
480.85ms,CCTV1,http://113.90.245.216:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
450.61ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
711.11ms,CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
531.87ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.126:8002
529.14ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.210:8068
1116.39ms,CCTV1,https://stream1.freetv.fun/cctv1-79.ctv
566.27ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.33:8002
610.18ms,CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
566.78ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.194:4120
575.33ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.81:8176
712.79ms,CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
531.97ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.1:8008
554.29ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.53:8060
313.15ms,CCTV1,https://stream1.freetv.fun/cctv1-25.ctv
436.92ms,CCTV1,http://yp.qqqtv.top/1/api.php?id=CCTV-1%E7%BB%BC%E5%90%88&auth=666858
324.76ms,CCTV1,https://stream1.freetv.fun/cctv1-1.ctv
1538.91ms,CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
1560.34ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
484.99ms,CCTV1,http://116.237.37.244:8888/rtp/239.45.3.145:5140
509.14ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad
595.39ms,CCTV1,http://yp.qqqtv.top/bc/bc.php?id=CCTV-1+%E7%BB%BC%E5%90%88&auth=66615415
488.20ms,CCTV1,http://116.237.37.244:8888/rtp/239.45.1.21:5140
544.11ms,CCTV1,http://112.254.55.106:22222/rtp/239.253.254.77:8000
1707.82ms,CCTV1,https://stream1.freetv.fun/cctv1-74.ctv
1292.65ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
