更新时间,#genre#
20251215-03-59-30,url


RespoTime,whitelist,#genre#
477.19ms,CCTV1,http://114.254.35.130:18888/rtp/239.3.1.129:8008
481.87ms,CCTV1,http://223.198.242.217:4000/rtp/239.253.64.120:5140
489.88ms,CCTV1,http://114.100.195.46:4022/rtp/238.1.78.166:7200
493.95ms,CCTV1,http://115.171.216.99:4000/rtp/225.1.8.1:8008
494.25ms,CCTV1,http://121.235.95.126:8199/rtp/239.49.8.129:6000
503.07ms,CCTV1,http://123.191.15.105:1111/rtp/232.0.0.27:1234
498.07ms,CCTV1,http://115.171.216.99:4000/rtp/225.1.8.210:8068
502.38ms,CCTV1,http://106.59.2.72:55555/rtp/239.200.200.117:8712
505.30ms,CCTV1,http://106.59.2.72:55555/rtp/239.200.200.14:8852
509.75ms,CCTV1,http://39.77.27.74:4002/rtp/239.253.254.89:8000
514.78ms,CCTV1,http://39.77.27.74:4002/rtp/239.253.254.77:8000
511.41ms,CCTV1,http://115.171.216.99:4000/rtp/225.1.8.81:8176
509.36ms,CCTV1,http://116.235.57.22:4022/rtp/239.45.3.145:5140
515.59ms,CCTV1,http://106.59.2.72:55555/rtp/239.200.200.2:8080
516.06ms,CCTV1,http://106.59.2.72:55555/rtp/239.200.201.45:8800
530.26ms,CCTV1,http://121.29.141.118:4022/rtp/239.253.92.83:8012
532.79ms,CCTV1,http://111.113.89.137:2000/rtp/239.121.4.113:8636
532.80ms,CCTV1,http://115.171.216.99:4000/rtp/225.1.8.33:8002
529.62ms,CCTV1,http://114.107.45.103:8188/rtp/238.1.78.166:7200
537.88ms,CCTV1,http://115.171.216.99:4000/rtp/225.1.8.53:8060
538.62ms,CCTV1,http://115.171.216.99:4000/rtp/225.1.8.126:8002
540.00ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.1:8008
547.27ms,CCTV1,http://27.191.202.231:19999/rtp/239.254.200.45:8008
544.87ms,CCTV1,http://115.171.216.99:4000/rtp/225.1.8.194:4120
546.90ms,CCTV1,http://111.227.194.26:4022/rtp/239.254.200.45:8008
575.45ms,CCTV1,http://180.105.201.157:9981/rtp/239.49.8.19:9614
581.83ms,CCTV1,http://180.105.201.157:9981/rtp/239.49.8.129:6000
605.51ms,CCTV1,http://171.113.208.108:4022/rtp/239.254.96.96:8550
611.11ms,CCTV1,http://223.167.230.129:4022/rtp/239.45.3.145:5140
244.78ms,CCTV1,https://stream1.freetv.fun/cctv-1gao-qing-1.m3u8
475.27ms,CCTV1,http://121.235.95.126:8199/rtp/239.49.8.19:9614
488.32ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.53:8060
500.66ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.126:8002
488.57ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.33:8002
497.30ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.194:4120
511.80ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.200.2:8080
509.17ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.200.14:8852
505.02ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.201.45:8800
537.48ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.33:8002
499.44ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.126:8002
518.32ms,CCTV1,http://106.59.2.207:55555/rtp/239.200.200.117:8712
538.99ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.81:8176
529.64ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.210:8068
530.09ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.1:8008
506.44ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
541.62ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.53:8060
540.53ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.81:8176
535.51ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.194:4120
540.85ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.210:8068
488.34ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
601.78ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
371.79ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
455.57ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
483.40ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
463.92ms,CCTV1,http://116.237.37.244:8888/rtp/239.45.1.21:5140
503.92ms,CCTV1,http://112.254.55.106:22222/rtp/239.253.254.77:8000
793.62ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
614.80ms,CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
1332.88ms,CCTV1,https://stream1.freetv.fun/cctv1-25.ctv
927.85ms,CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
1436.80ms,CCTV1,https://stream1.freetv.fun/cctv1-79.ctv
961.65ms,CCTV1,http://bxtv.3a.ink/api.php?id=cctv1
1715.66ms,CCTV1,https://stream1.freetv.fun/cctv1-29.ctv
1726.28ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
1705.59ms,CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
308.24ms,CCTV1,https://stream1.freetv.fun/cctv1-1.ctv
322.24ms,CCTV1,https://stream1.freetv.fun/cctv1-15.ctv
184.16ms,CCTV1,https://stream1.freetv.fun/cctv1-41.ctv
478.56ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
509.37ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8
466.52ms,CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
339.73ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
461.23ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
1947.44ms,CCTV1,http://116.237.37.244:8888/rtp/239.45.3.145:5140
515.86ms,CCTV1,http://144.255.32.94:8288/rtp/239.21.1.120:5002
522.29ms,CCTV1,http://182.123.208.170:12345/rtp/225.1.4.73:1102
737.49ms,CCTV1,http://a.402089.xyz:4022/rtp/233.50.200.99:5140
462.99ms,CCTV1,http://183.222.242.31:8088/hls/1/index.m3u8
751.61ms,CCTV1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
511.03ms,CCTV1,http://124.78.13.23:4022/udp/239.45.3.145:5140
1565.82ms,CCTV1,http://144.255.32.94:8288/rtp/239.21.1.1:5002
1186.95ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
497.85ms,CCTV2,http://114.254.35.130:18888/rtp/239.3.1.60:8084
620.23ms,CCTV2,http://39.77.27.74:4002/rtp/239.253.254.232:8000
500.57ms,CCTV2,http://123.191.15.105:1111/rtp/232.0.0.135:1234
629.08ms,CCTV2,http://223.167.230.129:4022/rtp/239.45.3.208:5140
4375.02ms,CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
513.11ms,CCTV2,http://114.100.195.46:4022/rtp/238.1.78.235:7752
497.40ms,CCTV2,http://115.171.216.99:4000/rtp/225.1.8.2:8084
484.57ms,CCTV2,http://223.198.242.217:4000/rtp/239.253.64.195:5140
549.94ms,CCTV2,http://121.29.141.118:4022/rtp/239.253.92.190:6065
560.55ms,CCTV2,http://27.191.202.231:19999/rtp/239.254.200.158:6000
522.63ms,CCTV2,http://111.113.89.137:2000/rtp/239.121.4.155:8914
4553.90ms,CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
570.14ms,CCTV2,http://180.105.201.157:9981/rtp/239.49.8.130:6000
580.97ms,CCTV2,http://171.113.208.108:4022/rtp/239.69.1.102:10250
604.56ms,CCTV2,http://180.105.201.157:9981/rtp/239.49.8.50:9802
490.49ms,CCTV2,http://121.235.95.126:8199/rtp/239.49.8.130:6000
477.04ms,CCTV2,http://114.107.45.103:8188/rtp/238.1.78.235:7752
517.73ms,CCTV2,http://116.235.57.22:4022/rtp/239.45.3.208:5140
553.82ms,CCTV2,http://111.227.194.26:4022/rtp/239.254.200.158:6000
506.68ms,CCTV2,http://115.171.80.250:1688/rtp/225.1.8.2:8084
477.00ms,CCTV2,http://121.235.95.126:8199/rtp/239.49.8.50:9802
503.20ms,CCTV2,http://115.171.216.39:4000/rtp/225.1.8.2:8084
3008.20ms,CCTV1,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv
300.37ms,CCTV2,https://stream1.freetv.fun/cctv2-55.m3u8
710.30ms,CCTV2,https://stream1.freetv.fun/cctv2-3.ctv
301.32ms,CCTV2,https://stream1.freetv.fun/cctv-2gao-qing-3.m3u8
987.83ms,CCTV2,https://stream1.freetv.fun/cctv2-12.ctv
506.65ms,CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
6184.85ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad
461.39ms,CCTV2,http://183.11.239.36:808/hls/20/index.m3u8
571.12ms,CCTV2,http://112.123.206.32:808/hls/2/index.m3u8
483.51ms,CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
448.28ms,CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
461.06ms,CCTV2,http://116.237.37.244:8888/rtp/239.45.3.208:5140
1475.85ms,CCTV2,https://stream1.freetv.fun/cctv2-20.ctv
544.29ms,CCTV2,http://bxtv.3a.ink/api.php?id=cctv2
699.37ms,CCTV2,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
767.53ms,CCTV2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
783.14ms,CCTV2,http://www.cdnstv.com:6398/hls/2/index.m3u8
309.77ms,CCTV2,https://stream1.freetv.fun/tv2-4.m3u8
334.00ms,CCTV2,https://stream1.freetv.fun/cctv2-49.ctv
324.76ms,CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2
1259.73ms,CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8
517.36ms,CCTV2,http://124.64.223.204:8686/rtp/239.3.1.60:8084
