更新时间,#genre#
20260216-04-57-29,url


RespoTime,whitelist,#genre#
166.18ms,CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
485.45ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.1:8008
487.62ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.33:8002
487.67ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.53:8060
497.76ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.194:4120
502.09ms,CCTV1,http://114.254.33.207:18888/rtp/239.3.1.129:8008
502.32ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.126:8002
513.08ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
550.69ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
559.27ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.1:8008
556.05ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
560.92ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.194:4120
560.48ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
565.09ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.210:8068
572.52ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.126:8002
575.43ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.81:8176
579.78ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.33:8002
583.48ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.210:8068
585.16ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.53:8060
581.80ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
608.02ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.81:8176
124.16ms,CCTV1,http://23.237.228.134/live5/CCTV1.m3u8
645.73ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
670.57ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
198.25ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
681.65ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
695.41ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
175.15ms,CCTV1,https://t.freetv.fun/live/cctv1-6.m3u8
162.72ms,CCTV1,https://t.freetv.fun/live/cctv1-2.m3u8
167.87ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
388.61ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=1
408.25ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
400.76ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=17
404.36ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
189.35ms,CCTV1,https://t.freetv.fun/live/cctv1-5.php
982.10ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
552.59ms,CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
340.66ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=12
360.10ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=11
365.30ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=13
362.65ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=10
91.97ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
417.67ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=5
371.62ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=15
458.80ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=3
463.35ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=8
427.33ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=9
439.99ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=7
478.11ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=2
198.51ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
463.84ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
452.44ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=18
480.30ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
369.36ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
437.67ms,CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8
313.85ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
515.01ms,CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
520.58ms,CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
406.17ms,CCTV1,https://t.freetv.fun/live/cctv1-5.m3u8
395.62ms,CCTV1,https://t.freetv.fun/live/cctv1-10.m3u8
489.75ms,CCTV1,http://60.13.52.236:65500/newlive/live/hls/1/live.m3u8
520.67ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
400.94ms,CCTV1,https://migu.188766.xyz/?migutoken=6608104cc29a3440bb0acf08be877984&id=CCTV1&type=yy
535.84ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
544.95ms,CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
1905.30ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
217.59ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1
487.37ms,CCTV1,http://222.135.142.75:3283/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
770.37ms,CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
2205.15ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
60.41ms,CCTV2,https://t.freetv.fun/live/cctv2-2.m3u8
641.46ms,CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
631.75ms,CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
2189.37ms,CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
473.43ms,CCTV2,http://114.254.33.207:18888/rtp/239.3.1.60:8084
59.21ms,CCTV2,https://t.freetv.fun/live/cctv2-6.m3u8
181.29ms,CCTV2,https://t.freetv.fun/live/cctv2-16.m3u8
